"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23007297","Centurion Place","314","Golden Grain","P","K","2023-08-09","","2023-10-04","2023-09-29","51","51","150000.00","150000.00","","","1375.00","3","2","","16 - 20 Years","48x125","Residential","DS","","0 - 0.5","","RE/MAX Acadiana (l000020)","Alex Wittman","","Duson","LA","70529","","Lafayette","","LOT 32 CENTURION PLACE","2023-11-10","3%","N","32","",""
"23008127","Boas Addition","2040","Church","P","I5","2023-09-06","","2023-09-21","2023-09-20","14","14","140000.00","135000.00","","","1546.00","3","2","","51 - 75 Years","100 X 125","Residential","DS","","0 - 0.5","","B Shivers Realty (l001334)","Teniqueka Green","","Jeanerette","LA","70544","","Iberia","","''1-100 X 125 LANDRY, CHURCH ST, IBERIA PARISH SCHOOL BOARD, DOMINGUE","2023-10-31","2.5-$150","N","10","",""
"23003304","Detente Lakes","209","Big Lake Run","P","P","2023-04-24","","2023-10-16","2023-10-16","175","175","499000.00","499000.00","","","2448.00","4","3","","Under Construction","60' x 135'","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Matt Andrus","","Youngsville","LA","70592","","Lafayette","","LOT L-76 DETENTE LAKES Subdivision Lafayette Parish Louisiana","2023-11-30","2.5%","N","76","Danielle Breakfield",""
"23008938","Austin Cove","106","Ascot","P","G1","2023-10-02","","2023-10-16","2023-10-16","14","14","425000.00","425000.00","","","2825.00","4","3","1","31 - 40 Years","100x115","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Emily Babineaux","","Lafayette","LA","70508","","Lafayette","","LOT 4 AUSTIN COVE SUB  (100X115)","2023-11-10","3% -$150","N","4","",""
"23006064","Timberstone Estates","701","Barrow","P","I1","2023-07-07","","2023-09-25","2023-09-23","70","70","236990.00","219990.00","","","1773.00","4","2","","Under Construction","75x116","Residential","DS","","0 - 0.5","","WJH LLC of Delaware (l001363)","Leslie Dekle","","New Iberia","LA","70563","","Iberia","","BEING LOT 4, BLK 6, TIMBERSTONE ESTATES SUB, PHASE III","2023-11-30","3%","N","36004","Nora Pruitt",""
"22011451","None","114","Lejeune","P","V2","2022-12-29","","2023-10-16","2023-10-15","250","250","349900.00","285900.00","","","3005.00","3","3","","76+ Years","80 x 132","Residential","DS","","0 - 0.5","","Savvy Team Realty, LLC (l001123)","Denise Carlson","","Kaplan","LA","70548","","Vermilion","","LOTS 17 & 18 BLK 21 2020000336 IMP","2023-11-10","3-150%","Y","017","",""
"23001257","Enclave","512","Highland Oaks","P","O","2023-02-14","","2023-02-14","2023-02-14","0","0","259000.00","259000.00","","","1432.00","2","2","1","Under Construction","tbd","Residential","AS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Lafayette","LA","70508","","Lafayette","","Lot 73 of Enclave Subdivision","2023-11-30","2.25%","N","73","",""
"23008341","Ella Trace","202","Herbsaint","P","O","2023-09-12","","2023-09-24","2023-09-23","6","6","414900.00","414900.00","","","2042.00","3","2","","6 - 10 Years","Irregular","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","David Wenger","","Youngsville","LA","70592","","Lafayette","","LOT 64 ELLA TRACE","2023-10-23","2.5% - $150","N","64","",""
"23005155","Arrowhead","204","Buffalo","P","N","2023-06-11","","2023-09-25","2023-09-24","33","33","460000.00","390000.00","","","3102.00","4","2","1","41 - 50 Years","150X145","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Michael Carr","","Lafayette","LA","70503","","Lafayette","","LOT 53 ARROWHEAD SUB (150X145)","2023-10-24","2.5 -$150","N","53","",""
"23000833","None","320","Vivian","P","L3","2023-01-31","","2023-09-20","2023-09-20","86","86","195000.00","195000.00","","","2388.00","3","2","","41 - 50 Years","69.5x150","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Lana Soileau","","Eunice","LA","70535","","St Landry","","1 LOT(69.5X150) N LEJEUNE S CRESWELL FRONTING 69.5' ON VIVIAN ST BEING W/2 OF NW/4 OF SEC 32 T-6S R-1E. St Landry Parish","2023-10-20","2.5%","N","0","",""
"23004000","None","16009","Veterans Memorial","P","V3","2023-05-09","","2023-09-27","2023-09-27","89","89","175000.00","165000.00","","","1694.00","2","2","","51 - 75 Years","Irregular","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Sunni Bienvenu","","Kaplan","LA","70548","","Vermilion","","2.927 AC IN NE/4 OF SEC 22 T 12 R 2 E TRACT A PLAT 210-9115 IMP","2023-10-31","2.5","N","N/A","",""
"23005416","Glade","109","Windrush","P","K","2023-06-20","","2023-10-04","2023-10-04","46","46","240000.00","230000.00","","","1701.00","3","2","","6 - 10 Years","64.68X110","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Nah Senpeng","","Lafayette","LA","70506","","Lafayette","","LOT 125 THE GLADE SUB (64.68X110)","2023-11-10","3%","N","012","Charles Ilonya",""
"23004271","Coteau Ridge","1700","Highland","P","I3","2023-05-17","","2023-08-21","2023-08-21","96","96","243000.00","243000.00","","","1786.00","4","2","","Under Construction","50 X 120","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","New Iberia","LA","70560","","Iberia","","Coteau Ridge Lot 68","2023-10-24","3%","N","68","",""
"23009073","None","1116","Barras","P","M2","2023-10-06","","2023-10-16","2023-10-16","10","10","179000.00","179000.00","","","2292.00","4","2","","41 - 50 Years","0.838 AC: LOT 1 PLAT OF SURVEY #315056COB: 729-662","Residential","DS","","0.51 - 0.99","","EXP Realty, LLC (l001154)","Blake Arceneaux","","St. Martinville","LA","70582","","St Martin","","0.838 AC: LOT 1 PLAT OF SURVEY #315056COB: 729-662-173396 735-482-174","2023-11-17","2.5% -250","N","0.838 AC: LOT 1 PLAT","Carrie Billeaud",""
"23005127","Savannah Pointe","204","Hardwicke","P","C","2023-06-12","","2023-07-31","2023-07-31","49","49","192265.00","192265.00","","","1175.00","4","2","0","Under Construction","50X120","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70507","","Lafayette","","SAVANNAH POINTE, PHASE 1 - LOCATED IN SECT. 10, T-9-S, R-4-E, LAFAYETTE PARISH, LOUISIANA","2023-10-30","2.5%","N","25","",""
"23004763","Coteau Ridge","1701","Highland","P","I3","2023-06-01","","2023-10-04","2023-10-04","125","125","237500.00","237500.00","","","1706.00","4","2","","Under Construction","50 X 120","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","New Iberia","LA","70560","","Iberia","","Coteau Ridge Lot 70","2023-10-30","3%","N","70","",""
"23004647","Cane Place","152","Abbeywood Court","P","A2","2023-05-30","","2023-08-21","2023-08-21","83","83","239500.00","239500.00","","","1786.00","4","2","","Under Construction","50x115","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Duson","LA","70529","","Acadia","","Cane Place Lot 42","2023-10-26","3%","N","42","",""
"23007240","None","2012","Grolee","P","L2","2023-08-09","","2023-10-04","2023-10-04","56","56","75000.00","60000.00","","","1037.00","3","1","","51 - 75 Years","65X110","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Nah Senpeng","","Opelousas","LA","70570","","St Landry","","1 LOT 16 (65X110) CORTEZ PLAZA FRONTING 65' ON GROLEE ST 1054819","2023-11-01","3%","N","016","Charles Ilonya",""
"23005496","The Quarters at Plantation Ridge","109","Harvest","P","V1","2023-06-21","","2023-08-21","2023-08-21","61","61","231500.00","231500.00","","","1522.00","3","2","","New","55x150","Residential","DS","","0.51 - 0.99","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Abbeville","LA","70510","","Vermilion","","LOT 79 OF PLANTATION RIDGE - THE QUARTERS   2021004253","2023-10-20","2.5% - See RR","N","79","",""
"23006638","None","1039","Craig","P","L1","2023-07-22","","2023-08-10","2023-08-10","2","2","89000.00","89000.00","","","1248.00","2","2","","51 - 75 Years","107x180","Residential","DS","","0.51 - 0.99","","Dream Home Realty, LLC (l001181)","Jeff Deville","","Ville Platte","LA","70586","","St Landry","","1TRACT 250-- IN SEC 25 (APPROX 107.5X180) IMP 2500","2023-11-03","3%-$150","N","0","",""
"23009297","None","841b","Old School","P","L1","2023-10-13","","2023-10-16","2023-10-16","3","3","125000.00","125000.00","","","1836.00","3","2","","16 - 20 Years","Irregular","Residential","MM","","1 - 2.99","","EXP Realty, LLC (l001154)","Blake Miller","","Arnaudville","LA","70512","","St Landry","","1 LOT 6B (1.329 AC) IN SEC 3 T-7S R-5E 1183656 PLAT (REDESCRIBED 2019","2023-11-17","2.5% -$150","N","6B","",""
"23007039","Fairfax Farms","212","Bennington","P","P","2023-08-04","","2023-10-04","2023-10-04","61","61","308900.00","308900.00","","","1887.00","4","2","","New","50x120","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Youngsville","LA","70592","","Lafayette","","LOT 77 FAIRFAX PH II  (50X120)","2023-10-23","2.5%","N","77","",""
"23008637","Mowata Prairie Estates","27204","Crowley Eunice","P","A1","2023-09-20","","2023-10-07","2023-10-07","10","10","180500.00","180500.00","","","1689.00","3","2","","11 - 15 Years","1.23 AC","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Jonetta Sam","","Crowley","LA","70526","","Acadia","","1.23 AC ''LOT 2'' MOWATA PRAIRIE ESTATES PHASE I IN SEC 17 T8-1E (LOT","2023-11-10","3%","N","002","",""
"23003309","None","1350","Horseshoe","P","Cameron","2023-04-21","","2023-09-27","2023-09-27","94","94","200000.00","220000.00","","","2600.00","4","3","","41 - 50 Years",".67","Residential","DS","","0.51 - 0.99","","Latter & Blum (l000050)","Midge Parker","","Hackberry","LA","70645","","Cameron","","Total Acres .67 AC Com at SW Corner of Lot 1 of Tract XXSD Lot 1 being the W/2W/2E/25W/4SE/4 Sec 27,T12S,R10W, then NALO","2023-11-14","3%-150","N","1","",""
"23004880","Broussard Hills","303","Broussard Hill","P","H","2023-05-31","","2023-09-27","2023-09-26","118","118","255500.00","252500.00","","","1786.00","4","2","","New","50 x 125","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Broussard","LA","70518","","Lafayette","","Lot 29 Broussard Hills","2023-10-19","3%","N","29","",""
"23005503","Garland Addition","1107","Colliard","P","L2","2023-06-22","","2023-10-16","2023-10-14","114","114","155000.00","140000.00","","","1456.00","3","2","","41 - 50 Years","121x100","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Stacy Johnston","","Opelousas","LA","70570","","St Landry","","1 LOT 16 (121X100) BLK K GARLAND ADD PLAT B N COLLIARD ST S LOT 17 E 39' RT OF WAY BRINKHAUS W LOT 1 & PARTLY BY LOT 2","2023-12-01","2.5","N","016","",""
"23007350","None","13918","La Hwy 35","P","V3","2023-08-11","","2023-09-21","2023-09-20","40","40","175000.00","155000.00","","","1000.00","3","1","","31 - 40 Years","1.49 ACRES","Residential","DS","","1 - 2.99","","EXP Realty, LLC (l001154)","Alina Perro","","Kaplan","LA","70548","","Vermilion","","1.49 AC IN SEC 32 T 12 R 2 E BND S LA HWY      335, E LA HWY 35  2023001989      IMP","2023-10-31","2.5%","N","NA","",""
"23009163","Pillette Heights","113","Barracuda","P","O","2023-10-09","","2023-10-17","2023-10-17","8","8","180000.00","180000.00","","","1229.00","3","2","","41 - 50 Years","80.12X137.56X80.12","Residential","DS","","0 - 0.5","","Garber-Seaux Real Estate LLC (l001132)","Judy Garber","","Lafayette","LA","70508","","Lafayette","","SW 80FT LOT 41 PILLETTE HGTS  (0.238 AC)","2023-11-17","2%","N","41","Angela Seaux",""
"23008992","La Neuville Holiday","122","Darteze","P","O","2023-10-03","","2023-10-05","2023-10-04","1","1","160000.00","160000.00","","","1105.00","2","2","","31 - 40 Years","42.5X132.28X42.5X137.28","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Allen Dugas","","Lafayette","LA","70508","","Lafayette","","LOT 52-B LA NEUVELLE HOLIDAY PH II (42.5X132.28X42.5X137.28)","2023-11-03","3%-150","N","52-B","",""
"23005823","None","1607","Bertrand","P","G3","2023-06-29","","2023-10-05","2023-10-04","84","84","190000.00","175000.00","","","1268.00","3","1","","41 - 50 Years","104.68 X 88.77","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Michael Chapple","","Lafayette","LA","70506","","Lafayette","","LOT 1 SEC 27 T9S R4E (0.210 AC)(11-42801) PLOT A-3-C SEC 27 T9S R4E (0.008 AC)","2023-11-12","3%-150","N","1","",""
"23005557","Linwood East","190","Tillou Andrus","P","L1","2023-06-23","","2023-08-23","2023-08-23","61","61","400000.00","394000.00","","","2832.00","4","3","","41 - 50 Years","100X200","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Lana Soileau","","Opelousas","LA","70570","","St Landry","","1 LOT 1-A-I (100X200) LINWOOD ADD EAST N LOT 13-I S TILLOU ANDRUS DR IN SEC 33 T-6S R-4E ST LANDRY PARISH","2023-10-30","3%","Y","Lot 1 A 1","",""
"23008559","Pete's","412","Althea","P","F","2023-09-19","","2023-09-27","2023-09-26","7","7","276000.00","276000.00","","","1906.00","3","2","","4 - 5 Years","120X345.79X120X345.16","Residential","DS","","0.51 - 0.99","","EXP Realty, LLC (l001154)","Pamela Bergeron","","Duson","LA","70529","","Lafayette","","LOT 20 PETE'S SUBD (.952 AC)(120X345.79X120X345.16)","2023-10-27","2.5","N","20","",""
"23005331","None","3902","Northside","P","I1","2023-06-16","","2023-10-16","2023-10-15","93","93","215000.00","185000.00","","","2100.00","4","2","","51 - 75 Years","1.820 AC....  NORTHSIDE RD, TRACT 3, TRACT 4, TRAC","Residential","DS","","1 - 2.99","","EXP Realty, LLC (l001154)","David Wenger","","New Iberia","LA","70563","","Iberia","","1.820 AC.... NORTHSIDE RD, TRACT 3, TRACT 4, TRACT 1 BEING TRACT 2 OF","2023-11-17","3%- $150","N","Tract 1,2,3,4","Richie Deshotel",""
"23007127","Greenwood Acres","136","Greenwood","P","J","2023-08-07","","2023-09-23","2023-09-22","46","116","195000.00","195000.00","","","2171.00","3","2","","51 - 75 Years","140 x 160 x 124 x  150","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Ryan Meaux","","Jennings","LA","70546","","Jefferson Davis","","LOTS 25 26, W9' LOT 27 GREENWOOD ACRES. [16] 398-271 825-525 891-630 899-67 #719366 //BAILEY, DORETTA FAYE - 1/2","2023-10-27","2.5% -$150","N","25,26,27","",""
"22010310","None","332","Pellerin Road","P","L2","2022-11-03","","2023-10-13","2023-09-22","323","323","1100000.00","968000.00","","","5754.00","5","5","1","1 - 3 Years","Irregular","Residential","DS","","11 - 19.99","","Coldwell Banker Trahan Real Estate Group (l001281)","Deanna Saizon","","Sunset","LA","70584","","St Landry","","17.85 AC (21 ARP) LOT 4 N PELLERIN S HEBERT E ALLEY W YELVERTON IN SEC 62 T-7S R-4E SEC 124 R-8S R-4E SEC 12 T-8S R-3E S","2023-11-03","2.5% - $150","N","None","",""
"23008429","None","305","Facile","P","O","2023-09-14","","2023-09-27","2023-09-25","11","11","100000.00","100000.00","","","750.00","2","1","","51 - 75 Years","0.2755 AC","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Jeannie DelGreco","","Scott","LA","70583","","Lafayette","","TR 7-A-1 SEC 35 T9S R3E  (0.2755 AC)(17-10632 PLAT)","2023-10-23","3","N","NA","",""
"23008279","Green Farms","300","Harvest Creek","P","O","2023-09-08","","2023-10-05","2023-10-05","27","27","774500.00","774500.00","","","3238.00","4","3","1","New","Corner","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Matt Andrus","","Lafayette","LA","70508","","Lafayette","","LOT 49 GREEN FARMS SUBDIVISION LAFAYETTE PARISH LOUISIANA","2023-10-30","2.5%","N","49","",""
"23006098","Belleview","211","Grace View","P","F","2023-07-10","","2023-10-05","2023-10-05","87","87","273000.00","273000.00","","","2093.00","4","2","","Under Construction","60 x 110","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Lafayette","LA","70506","","Lafayette","","Belle View Lot 105","2023-11-27","3%","N","105","",""
"23008149","Morse-Angelloz","305","Arthur","P","D","2023-09-06","","2023-10-16","2023-10-15","39","39","85000.00","60000.00","","","800.00","2","1","","51 - 75 Years","50x100","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Bridget Simon","","Lafayette","LA","70501","","Lafayette","","LOTS 20-21 BLK 12 MORSE ANGELLOZ ADD (50X100)","2023-11-15","3%-150","N","20-21","",""
"23005468","None","210","Oak","P","V1","2023-06-16","","2023-07-31","2023-07-27","41","41","140000.00","140000.00","","","2428.00","4","2","1","51 - 75 Years","110.2'X132.0'","Residential","DS","","0 - 0.5","","Sunrise Realty LLC (l001078)","James Noel Jr.","","Abbeville","LA","70510","","Vermilion","","1 LOT 110.2' N & S N EAST ST, BY 132' E & W ON E OAK ST","2023-10-20","3% +$200","N","N/A","",""
"22008940","Le Jardin d' Abel","111","Dusty Ridge","P","O","2022-09-20","","2023-08-24","2023-07-17","300","300","994500.00","949900.00","","","3315.00","5","4","1","New","98X215","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Jessica LaCourse Broussard","","Youngsville","LA","70592","","Lafayette","","LOT 41 LE JARDIN D ABEL (98X215)","2023-10-27","2.5% - $150","N","004","",""
"23008468","Nixon Addition","210","Main","P","V1","2023-09-15","","2023-09-18","2023-09-18","3","3","365000.00","365000.00","","","2863.00","3","2","","76+ Years","88x156","Residential","DS","","0 - 0.5","","The Gleason Group (l001255)","Will Taylor","","Abbeville","LA","70510","","Vermilion","","POR OF LOT 21 & LOT 8 NIXON ADD 2015002180 IMP","2023-11-02","3%-$150","N","008","Brooke Gleason",""
"23004391","Belleview","132","Hill View Drive","P","K","2023-05-22","","2023-09-27","2023-09-27","128","128","272000.00","269000.00","","","2093.00","4","2","","Under Construction","60 x 110","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Lafayette","LA","70506","","Lafayette","","Belle View Lot 114","2023-10-25","3%","N","114","",""
"23006713","Sawgrass Park","211","Blackwater River","P","N","2023-07-25","","2023-10-05","2023-10-04","71","71","265000.00","239000.00","","","1518.00","3","2","","11 - 15 Years","55 x 110 x 101 x 120","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Lisa Sheppert","","Lafayette","LA","70508","","Lafayette","","LOT 148 SAWGRASS SUBD PH II (55.89X110.21X101.50X120.05)","2023-11-03","3%-150","N","148","",""
"23003393","Deer Meadow Village","303","Stag's Leap","P","O","2023-04-26","","2023-09-12","2023-09-12","54","54","45000.00","153000.00","","","1311.00","3","2","","11 - 15 Years","70' x 128'","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Nick Hundley","","Broussard","LA","70518","","Lafayette","","LOT 126 DEER MEADOW VILLAGE PHASE  II (70X128.21)","2023-12-15","3%","N","126","",""
"22005563","Mon Cherie","208","Cape Town","P","P","2022-06-14","","2023-10-05","2023-10-04","477","477","419900.00","369900.00","","","1904.00","3","2","","New","55 x 120","Residential","DS","","0 - 0.5","","Dream Home Realty, LLC (l001181)","Shannon Thibodeaux","","Youngsville","LA","70592","","Lafayette","","LOT 25 MON CHERIE SUBDIVISION","2023-11-03","2.5%-$150","N","25","",""
"23004833","Walkers Village","403","Barkhill","P","O","2023-06-02","","2023-09-25","2023-09-12","102","170","517900.00","479500.00","","","2520.00","4","2","1","New","97.17X120X95.92X120.01","Residential","DS","","0 - 0.5","","ReHive, LLC (l001228)","Christopher Soileau","","Lafayette","LA","70508","","Lafayette","","LOT 19 WALKERS VILLAGE PH 1 (97.17X120X95.92X120.01)","2023-10-20","2.25%","N","19","",""
"23004201","Grand Oaks","101","Southern Oak","P","D","2023-05-15","","2023-09-12","2023-09-12","120","120","241000.00","226000.00","","","1447.00","3","2","","Under Construction","50X120X180X120","Residential","DS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","Brandy Siner","","Lafayette","LA","70507","","Lafayette","","Grand oak Subdivision lot 40","2023-10-30","3","N","40","",""
"23007984","Meadowlands","1302","Oakview","P","I1","2023-08-31","","2023-10-16","2023-10-13","43","43","149900.00","149900.00","","","1850.00","3","2","","6 - 10 Years","142/63 X 355/364","Residential","MM","","0.51 - 0.99","","ReHive, LLC (l001228)","Christopher Soileau","","New Iberia","LA","70563","","Iberia","","LOT 10, BLK F, MEADOWLANDS, PHASE II","2023-11-13","2.25%","N","10","",""
"23008143","Shenandoah Estates","510","Burlington","P","H","2023-09-06","","2023-10-05","2023-10-04","28","28","275000.00","275000.00","","","1842.00","3","2","","21 - 30 Years","45x138x100x137x116","Residential","DS","","0 - 0.5","","NextHome Cutting Edge Realty (l001236)","MaryBeth Walsh","","Broussard","LA","70518","","Lafayette","","LOT 184 SHENANDOAH ESTATES PHASE 8 (45X137.91X100.8X137.46X116.2)","2023-11-13","3-150","N","018","",""
"23007687","Autumn Park","7401","Seven Oaks","P","V1","2023-08-23","","2023-08-23","2023-08-23","0","0","221525.00","221525.00","","","1498.00","3","2","","Under Construction","38X127X31X135X83","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Maurice","LA","70555","","Vermilion","","AUTUMN PARK SUBDIVISION, LOCATED IN SECT. 43, T11S-R4E, VERMILION PARISH","2023-10-25","2.5%","N","37","",""
"23008498","Suburban Oaks","1201","College","P","G2","2023-09-17","","2023-10-05","2023-10-05","13","13","274900.00","274900.00","","","2006.00","2","2","1","6 - 10 Years","23x53","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Caitlin Pitre Hebert","","Lafayette","LA","70503","19","Lafayette","","LOT 19 WAREHOUSE DISTRICT LOFTS THE (23X53)","2023-11-02","3%-$150","N","19","",""
